Nampally,Moazzampura S.O,500001,Nampally,HYDERABAD,TELANGANA
Himayathnagar,Barkatpura S.O,500027,Himayathnagar,HYDERABAD,TELANGANA
Nampally,Nimboliadda S.O,500027,Nampally,HYDERABAD,TELANGANA
Himayathnagar,Stn Kachiguda H.O,500027,Himayathnagar,HYDERABAD,TELANGANA
Asifnagar,Murad Nagar S.O (Hyderabad),500028,Asifnagar,HYDERABAD,TELANGANA
Asifnagar,Humayunnagar S.O,500028,Asifnagar,HYDERABAD,TELANGANA
Asifnagar,Shantinagar S.O (Hyderabad),500028,Asifnagar,HYDERABAD,TELANGANA
Himayathnagar,Himayathnagar S.O,500029,Himayathnagar,HYDERABAD,TELANGANA
Himayathnagar,Narayanguda S.O,500029,Himayathnagar,HYDERABAD,TELANGANA
Himayathnagar,Ramakrishna Mutt S.O,500029,Himayathnagar,HYDERABAD,TELANGANA
Himayathnagar,Gagan Mahal S.O,500029,Himayathnagar,HYDERABAD,TELANGANA
Rajendranagar,A.G.College S.O,500030,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Kismatpur,Kismathpur B.O,500030,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Bandlaguda (Jagir),Kismathpur B.O,500030,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Rajendranagar,Aperl B.O,500030,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Rajendranagar,Rajendranagar S.O (K.V.Rangareddy),500030,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Golconda,Ibrahim Bagh Lines S.O,500031,Golconda,HYDERABAD,TELANGANA
Serilingampally,Gachibowli S.O,500032,Serilingampally,K.V.RANGAREDDY,TELANGANA
GACHIBOWLI,Manuu S.O,500032,Golconda,HYDERABAD,TELANGANA
Shaikpet,Jubilee Hills S.O,500033,Shaikpet,HYDERABAD,TELANGANA
Himayathnagar,Dr.B R Ambedkar O.U S.O,500033,Himayathnagar,HYDERABAD,TELANGANA
Khairatabad,Banjara Hills S.O,500034,Khairatabad,HYDERABAD,TELANGANA
Saroornagar,Saroornagar S.O,500035,Saroornagar,K.V.RANGAREDDY,TELANGANA
Saroornagar,Huda Residential Complex S.O,500035,Saroornagar,K.V.RANGAREDDY,TELANGANA
Saidabad,Osmannagar S.O (Hyderabad),500036,Saidabad,HYDERABAD,TELANGANA
Amberpet,Sripuram Colony B.O,500036,Amberpet,HYDERABAD,TELANGANA
Amberpet,Malakpet Colony S.O,500036,Amberpet,HYDERABAD,TELANGANA
Tirumalagiri,Rangareddynagar S.O,500037,Tirumalagiri,HYDERABAD,TELANGANA
Balanagar,Balanagar Township S.O,500037,Balanagar,K.V.RANGAREDDY,TELANGANA
Ameerpet,Sanjeev Reddy Nagar S.O,500038,Ameerpet,HYDERABAD,TELANGANA
Peerzadguda,Peerzadiguda B.O,500039,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Uppal,Uppal S.O (K.V.Rangareddy),500039,Uppal,K.V.RANGAREDDY,TELANGANA
Parvathapur,Uppal S.O (K.V.Rangareddy),500039,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Gulam Aliguda,Uppal S.O (K.V.Rangareddy),500039,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Medipalle,Uppal S.O (K.V.Rangareddy),500039,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Secunderabad,Aphb Colony Moulali S.O,500040,Secunderabad,HYDERABAD,TELANGANA
Secunderabad,Ie Moulali S.O,500040,Secunderabad,HYDERABAD,TELANGANA
Secunderabad,Moulali S.O,500040,Secunderabad,HYDERABAD,TELANGANA
Khairatabad,Raj Bhawan S.O (Hyderabad),500041,Khairatabad,HYDERABAD,TELANGANA
Tirumalagiri,Hal S.O (Hyderabad),500042,Tirumalagiri,HYDERABAD,TELANGANA
Bahadurpalle,Bowrampet B.O,500043,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Gagilapur,Gagillapur B.O,500043,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Sambhupur,Bowrampet B.O,500043,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Srirangavaram,Srirangavaram B.O,500043,Medchal,K.V.RANGAREDDY,TELANGANA
Bowrampet,Bowrampet B.O,500043,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Dommara Pochampalle,Dindigul B.O,500043,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Naglur,Dindigul B.O,500043,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Tirumalagiri,Airforce Academy S.O,500043,Tirumalagiri,HYDERABAD,TELANGANA
Saregudem,Bowrampet B.O,500043,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Dundigal,Dindigul B.O,500043,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Bahadurpalle,Bahadurpalli B.O,500043,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Durga Vihar,Bowrampet B.O,500043,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Bandamadharam,Srirangavaram B.O,500043,Medchal,K.V.RANGAREDDY,TELANGANA
Ganesh Nagar,Bowrampet B.O,500043,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Musheerabad,Nallakunta S.O,500044,Musheerabad,HYDERABAD,TELANGANA
Musheerabad,Vidyanagar S.O (Hyderabad),500044,Musheerabad,HYDERABAD,TELANGANA
Musheerabad,New Nallakunta S.O,500044,Musheerabad,HYDERABAD,TELANGANA
Musheerabad,Ambernagar B.O,500044,Musheerabad,HYDERABAD,TELANGANA
Musheerabad,Andhra Mahila Sabha S.O,500044,Musheerabad,HYDERABAD,TELANGANA
Khairatabad,Yousufguda S.O,500045,Khairatabad,HYDERABAD,TELANGANA
Khairatabad,A.Gs. Staff Quarters S.O,500045,Khairatabad,HYDERABAD,TELANGANA
Serilingampally,CUC S.O,500046,Serilingampally,K.V.RANGAREDDY,TELANGANA
Tirumalagiri,Anandbagh S.O,500047,Tirumalagiri,HYDERABAD,TELANGANA
vishnupuri colony,Malkajgiri S.O,500047,Malkajgiri,K.V.RANGAREDDY,TELANGANA
bhavani nagar,Malkajgiri S.O,500047,Malkajgiri,K.V.RANGAREDDY,TELANGANA
Hyderabad,Malkajgiri S.O,500047,Malkajgiri,K.V.RANGAREDDY,TELANGANA
gautam nagar,Malkajgiri S.O,500047,Malkajgiri,K.V.RANGAREDDY,TELANGANA
anandbagh,Malkajgiri S.O,500047,Malkajgiri,K.V.RANGAREDDY,TELANGANA
Radha Krishna Nagar,Malkajgiri S.O,500047,Malkajgiri,K.V.RANGAREDDY,TELANGANA
uttamnagar,Malkajgiri S.O,500047,Malkajgiri,K.V.RANGAREDDY,TELANGANA
sainagar,Malkajgiri S.O,500047,Malkajgiri,K.V.RANGAREDDY,TELANGANA
Tirumalagiri,Hanumanpet B.O,500047,Tirumalagiri,HYDERABAD,TELANGANA
mirjalguda,Malkajgiri S.O,500047,Malkajgiri,K.V.RANGAREDDY,TELANGANA
shiv puri,Malkajgiri S.O,500047,Malkajgiri,K.V.RANGAREDDY,TELANGANA
vani nagar,Malkajgiri S.O,500047,Malkajgiri,K.V.RANGAREDDY,TELANGANA
Vattinagulapalle,Hyderguda S.O,500048,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Rajendranagar,Attapur B.O,500048,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Rajendranagar,Hyderguda S.O,500048,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Sogbowli,Hyderguda S.O,500048,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Tirumalagiri,Miyapur S.O,500049,Tirumalagiri,HYDERABAD,TELANGANA
Tirumalagiri,Chandanagar S.O,500050,Tirumalagiri,HYDERABAD,TELANGANA
Uppal,Hindustan Cables Ltd S.O,500051,Uppal,K.V.RANGAREDDY,TELANGANA
Langerguda,Gaganpahad B.O,500052,Shamshabad,K.V.RANGAREDDY,TELANGANA
Satamrai,Gaganpahad B.O,500052,Shamshabad,K.V.RANGAREDDY,TELANGANA
Pashambanda,Gaganpahad B.O,500052,Shamshabad,K.V.RANGAREDDY,TELANGANA
Rajendranagar,Gaganpahad B.O,500052,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Rajendranagar,Shivarampalli B.O,500052,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Rajendranagar,Hasannagar B.O,500052,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Rajendranagar,Svpnpa S.O,500052,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Charminar,Uppuguda S.O,500053,Charminar,HYDERABAD,TELANGANA
Charminar,Falaknuma S.O,500053,Charminar,HYDERABAD,TELANGANA
Tirumalagiri,HMT Township S.O,500054,Tirumalagiri,HYDERABAD,TELANGANA
Gajularamaram,Gajularamaram B.O,500055,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Qutubullapur,Kutbullapur B.O,500055,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Tirumalagiri,IDA Jeedimetla S.O,500055,Tirumalagiri,HYDERABAD,TELANGANA
Qutubullapur,Gajularamaram B.O,500055,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Suraram,Suraram B.O,500055,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Tirumalagiri,Neredmet S.O,500056,Tirumalagiri,HYDERABAD,TELANGANA
Tirumalagiri,Ramakrishna Puram S.O,500056,Tirumalagiri,HYDERABAD,TELANGANA
Asifnagar,Vijay Nagar Colony S.O (Hyderabad),500057,Asifnagar,HYDERABAD,TELANGANA
Bandlaguda,Kanchanbagh S.O,500058,Bandlaguda,HYDERABAD,TELANGANA
Almasguda,Badangpet B.O,500058,Maheswaram,K.V.RANGAREDDY,TELANGANA
Badangpet,Badangpet B.O,500058,Saroornagar,K.V.RANGAREDDY,TELANGANA
Saidabad,Saidabad S.O (Hyderabad),500059,Saidabad,HYDERABAD,TELANGANA
Saidabad,Saidabad Colony S.O,500059,Saidabad,HYDERABAD,TELANGANA
Saidabad,Santoshnagar Colony S.O,500059,Saidabad,HYDERABAD,TELANGANA
Saroornagar,Chaithanyapuri Colony S.O,500060,Saroornagar,K.V.RANGAREDDY,TELANGANA
Saroornagar,Dilsukhnagar Colony S.O,500060,Saroornagar,K.V.RANGAREDDY,TELANGANA
Saroornagar,P & T Colony S.O (K.V.Rangareddy),500060,Saroornagar,K.V.RANGAREDDY,TELANGANA
Secunderabad,Sitaphalmandi S.O,500061,Secunderabad,HYDERABAD,TELANGANA
Secunderabad,Ecil S.O,500062,Secunderabad,HYDERABAD,TELANGANA
Secunderabad,Dr As Rao Nagar S.O,500062,Secunderabad,HYDERABAD,TELANGANA
Himayathnagar,New Mla Quarters S.O,500063,Himayathnagar,HYDERABAD,TELANGANA
Himayathnagar,LIC Division S.O,500063,Himayathnagar,HYDERABAD,TELANGANA
Bahadurpura,Bahadurpura S.O,500064,Bahadurpura,HYDERABAD,TELANGANA
Bahadurpura,Kishanbagh B.O,500064,Bahadurpura,HYDERABAD,TELANGANA
Bahadurpura,Tadbun B.O,500064,Bahadurpura,HYDERABAD,TELANGANA
Bahadurpura,Hussainialam S.O,500064,Bahadurpura,HYDERABAD,TELANGANA
Charminar,Fatehdarwaza S.O,500065,Charminar,HYDERABAD,TELANGANA
Charminar,Shahalibanda S.O,500065,Charminar,HYDERABAD,TELANGANA
Charminar,High Court S.O (Hyderabad),500066,Charminar,HYDERABAD,TELANGANA
Qutubullapur,Suchitra Junction S.O,500067,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Hayathnagar,Mansoorabad B.O,500068,Hayathnagar,K.V.RANGAREDDY,TELANGANA
Tatti Khana,Gsi(Sr) Bandlaguda S.O,500068,Hayathnagar,K.V.RANGAREDDY,TELANGANA
Hayathnagar,Gsi(Sr) Bandlaguda S.O,500068,Hayathnagar,K.V.RANGAREDDY,TELANGANA
Tatti Annaram,Gsi(Sr) Bandlaguda S.O,500068,Hayathnagar,K.V.RANGAREDDY,TELANGANA
Bandlaguda,R.C.Imarat S.O,500069,Bandlaguda,HYDERABAD,TELANGANA
Hayathnagar,Vaidehinagar S.O,500070,Hayathnagar,K.V.RANGAREDDY,TELANGANA
Hayathnagar,Sarada Nagar S.O,500070,Hayathnagar,K.V.RANGAREDDY,TELANGANA
Hayathnagar,Vanastalipuram S.O,500070,Hayathnagar,K.V.RANGAREDDY,TELANGANA
Kalvancha,Vanastalipuram S.O,500070,Hayathnagar,K.V.RANGAREDDY,TELANGANA
Tirumalagiri,Kukatpally S.O,500072,Tirumalagiri,HYDERABAD,TELANGANA
Khairatabad,Srinagar Colony S.O,500073,Khairatabad,HYDERABAD,TELANGANA
Saroornagar,Rangareddy Dt Courts S.O,500074,Saroornagar,K.V.RANGAREDDY,TELANGANA
Chintalakunta,L B Nagar S.O,500074,Saroornagar,K.V.RANGAREDDY,TELANGANA
Bangaliguda,Aziz Nagar B.O,500075,Moinabad,K.V.RANGAREDDY,TELANGANA
Aziznagar,Aziz Nagar B.O,500075,Moinabad,K.V.RANGAREDDY,TELANGANA
Himayathsagar,C.B.I.T S.O,500075,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Yenkepalle,Himayathnagar B.O,500075,Moinabad,K.V.RANGAREDDY,TELANGANA
Gandipet,Gandipet B.O,500075,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Nagireddiguda,Aziz Nagar B.O,500075,Moinabad,K.V.RANGAREDDY,TELANGANA
Kokapet,Kokapet B.O,500075,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Himayathnagar,Himayathnagar B.O,500075,Moinabad,K.V.RANGAREDDY,TELANGANA
Khanapur,C.B.I.T S.O,500075,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Janwada,Janwada B.O,500075,Shankarpalle,K.V.RANGAREDDY,TELANGANA
Gungurthy,Wattinagulapalli B.O,500075,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Vattinagulapalle,Wattinagulapalli B.O,500075,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Uppal,Mallapur B.O,500076,Uppal,K.V.RANGAREDDY,TELANGANA
Uppal,Snehapuri Colony S.O,500076,Uppal,K.V.RANGAREDDY,TELANGANA
Uppal,I.E.Nacharam S.O,500076,Uppal,K.V.RANGAREDDY,TELANGANA
Rajendranagar,Kattedan Ie S.O,500077,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Bomraspet,Bomraspet B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
Hoshyarpalle,Uddemarri B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
KOTHAPET,Devaryamjal B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
Mandaipalle,Thumkunta B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
Kesavapur,Uddemarri B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
Tirumalagiri,Nisa Hakimpet S.O,500078,Tirumalagiri,HYDERABAD,TELANGANA
Uddemarri,Uddemarri B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
Jawaharnagar,BITS B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
YELEKALAGUDEM,Devaryamjal B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
LAMBADIGADDA,Devaryamjal B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
Ponnal,Ponnal B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
Thumkunta,Thumkunta B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
Antaipalle,Thumkunta B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
BITS campus,BITS B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
Devaryamjal,Devaryamjal B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
Pothaipalle,Thumkunta B.O,500078,Shamirpet,K.V.RANGAREDDY,TELANGANA
Karmanghat,Vaishalinagar S.O,500079,Saroornagar,K.V.RANGAREDDY,TELANGANA
Saroornagar,Karmanghat B.O,500079,Saroornagar,K.V.RANGAREDDY,TELANGANA
Saroornagar,Jillellaguda B.O,500079,Saroornagar,K.V.RANGAREDDY,TELANGANA
Saroornagar,Vaishalinagar S.O,500079,Saroornagar,K.V.RANGAREDDY,TELANGANA
Secunderabad,Gandhinagar S.O (Hyderabad),500080,Secunderabad,HYDERABAD,TELANGANA
Shaikpet,Cyberabad S.O,500081,Shaikpet,HYDERABAD,TELANGANA
Shaikpet,Madhapur B.O,500081,Shaikpet,HYDERABAD,TELANGANA
Nampally,Somajiguda S.O,500082,Nampally,HYDERABAD,TELANGANA
Khairatabad,I.M.Colony S.O,500082,Khairatabad,HYDERABAD,TELANGANA
Nagaram,Nagaram S.O (K.V.Rangareddy),500083,Keesara,K.V.RANGAREDDY,TELANGANA
Serilingampally,Kothaguda S.O (K.V.Rangareddy),500084,Serilingampally,K.V.RANGAREDDY,TELANGANA
Serilingampally,Kondapur B.O,500084,Serilingampally,K.V.RANGAREDDY,TELANGANA
Tirumalagiri,KPHB Colony S.O,500085,Tirumalagiri,HYDERABAD,TELANGANA
Tirumalagiri,Jntu Kukat Pally S.O,500085,Tirumalagiri,HYDERABAD,TELANGANA
Janibegum,Don Bosco Nagar S.O,500086,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Rajendranagar,Don Bosco Nagar S.O,500086,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Sikanderguda,Don Bosco Nagar S.O,500086,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Tirumalagiri,JJ Nagar Colony S.O,500087,Tirumalagiri,HYDERABAD,TELANGANA
Jawaharnagar,JJ Nagar Colony S.O,500087,Shamirpet,K.V.RANGAREDDY,TELANGANA
Ghatkesar,Venkatadri B.O,500088,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Korremul,Korremal B.O,500088,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Kachwanisingaram,Katchavanisingaram B.O,500088,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Rajeev Grihakalpa,Rajeevagruhakalpa B.O,500088,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Narepalle,Venkatadri B.O,500088,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Secunderabad,Samskruthi S.O,500088,Secunderabad,HYDERABAD,TELANGANA
Venkatadri T/s,Venkatadri B.O,500088,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Samskriti Town Ship,Rajeevagruhakalpa B.O,500088,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Prathapsingaram,Pratapsingaram B.O,500088,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Manikonda (Jagir),Manikonda S.O,500089,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Manchirevula,Mancherevula B.O,500089,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Manchirevula,Narsingi B.O,500089,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Bairagiguda,Mancherevula B.O,500089,Rajendranagar,K.V.RANGAREDDY,TELANGANA
Mallampet,Bachupally B.O,500090,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Bachpalle,Bachupally B.O,500090,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Nizampet,Nizampet S.O,500090,Qutubullapur,K.V.RANGAREDDY,TELANGANA
Golconda,Hydershahkote S.O,500091,Golconda,HYDERABAD,TELANGANA
Changicherla,Boduppal S.O,500092,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Ghatkesar,Boduppal S.O,500092,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Boduppal,Boduppal S.O,500092,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Miyapur,Boduppal S.O,500092,Ghatkesar,K.V.RANGAREDDY,TELANGANA
Tirumalagiri,Vikasnagar S.O (Hyderabad),500093,Tirumalagiri,HYDERABAD,TELANGANA
Tirumalagiri,Sainikpuri S.O,500094,Tirumalagiri,HYDERABAD,TELANGANA
Nampally,State Bank Of India S.O,500095,Nampally,HYDERABAD,TELANGANA
Nampally,Putlibowli S.O,500095,Nampally,HYDERABAD,TELANGANA
Shaikpet,Film Nagar S.O,500096,Shaikpet,HYDERABAD,TELANGANA
Saroornagar,Meerpet S.O,500097,Saroornagar,K.V.RANGAREDDY,TELANGANA
