Phulwari,Gardanibagh S.O,800001,Phulwari,PATNA,BIHAR
Karanpura,Bairia B.O,800007,Sampatchak,PATNA,BIHAR
Sitjain Chak,Bairia B.O,800007,Sampatchak,PATNA,BIHAR
Sampatchak,Nadghat B.O,800007,Sampatchak,PATNA,BIHAR
Ranipur Milki Chak,Patna City S.O,800008,Patna Rural,PATNA,BIHAR
Sampatchak,Pachhim Darwaza S.O,800008,Sampatchak,PATNA,BIHAR
Nagla,Patna City S.O,800008,Patna Rural,PATNA,BIHAR
Sampatchak,Chowk Shikarpur S.O,800008,Sampatchak,PATNA,BIHAR
Simli Murarpur,Patna City S.O,800008,Patna Rural,PATNA,BIHAR
Sampatchak,Katra Bazar S.O (Patna),800008,Sampatchak,PATNA,BIHAR
Sampatchak,Marufganj S.O,800008,Sampatchak,PATNA,BIHAR
Sampatchak,Patna City S.O,800008,Sampatchak,PATNA,BIHAR
Sampatchak,Sri Madhoji Mills S.O,800008,Sampatchak,PATNA,BIHAR
Sampatchak,Machharhatta S.O,800008,Sampatchak,PATNA,BIHAR
Sampatchak,Mahavir Asthan S.O,800008,Sampatchak,PATNA,BIHAR
Sampatchak,Diwan Mohalla S.O,800008,Sampatchak,PATNA,BIHAR
Mirchi,Maranchi B.O,800009,Patna Rural,PATNA,BIHAR
Mirchi Bhawanian,Begampur S.O (Patna),800009,Patna Rural,PATNA,BIHAR
Mirzapur,Kothia B.O,800009,Patna Rural,PATNA,BIHAR
Salehpur Kasara,Begampur S.O (Patna),800009,Patna Rural,PATNA,BIHAR
Sonawan,Kothia B.O,800009,Patna Rural,PATNA,BIHAR
Abdul Rahmanpur,Sabalpur B.O,800009,Patna Rural,PATNA,BIHAR
Sampatchak,Begampur S.O (Patna),800009,Sampatchak,PATNA,BIHAR
Gyan Chak,Kothia B.O,800009,Patna Rural,PATNA,BIHAR
Hiranandpur,Kothia B.O,800009,Patna Rural,PATNA,BIHAR
Mirchak Kothia,Kothia B.O,800009,Patna Rural,PATNA,BIHAR
Chhitman,Kothia B.O,800009,Patna Rural,PATNA,BIHAR
Dhaulpura,Begampur S.O (Patna),800009,Patna Rural,PATNA,BIHAR
Mircha,Maranchi B.O,800009,Patna Rural,PATNA,BIHAR
Nasirpur Tajpur,Begampur S.O (Patna),800009,Patna Rural,PATNA,BIHAR
Sabalpur,Sabalpur B.O,800009,Patna Rural,PATNA,BIHAR
Sampatchak,Kothia B.O,800009,Sampatchak,PATNA,BIHAR
Gauharpur,Kothia B.O,800009,Patna Rural,PATNA,BIHAR
Muhammadpur Barantpur,Begampur S.O (Patna),800009,Patna Rural,PATNA,BIHAR
Patna Rural,Begampur S.O (Patna),800009,Patna Rural,PATNA,BIHAR
Mahuli,Kothia B.O,800009,Patna Rural,PATNA,BIHAR
Punadih,Punadih B.O,800009,Patna Rural,PATNA,BIHAR
Phulwari,Sadaquat Ashram S.O,800010,Phulwari,PATNA,BIHAR
Dinapur-Cum-Khagaul,Makhdumpur Digha S.O,800011,Dinapur-Cum-Khagaul,PATNA,BIHAR
Dinapur-Cum-Khagaul,Dighaghat S.O,800011,Dinapur-Cum-Khagaul,PATNA,BIHAR
Dinapur-Cum-Khagaul,Digha S.O (Patna),800012,Dinapur-Cum-Khagaul,PATNA,BIHAR
Panapur,Panapur B.O,800012,Dinapur-Cum-Khagaul,PATNA,BIHAR
Hasanpura,Naya Panapur B.O,800012,Phulwari,PATNA,BIHAR
Dinapur-Cum-Khagaul,Akilpur B.O,800012,Dinapur-Cum-Khagaul,PATNA,BIHAR
Kedalpura,Akilpur B.O,800012,Dinapur-Cum-Khagaul,PATNA,BIHAR
Digha Diara,Digha S.O (Patna),800012,Patna Rural,PATNA,BIHAR
Khas Mahal Digha Diara,Digha S.O (Patna),800012,Patna Rural,PATNA,BIHAR
Phulwari,Patliputra S.O,800013,Phulwari,PATNA,BIHAR
Phulwari,Patna Aerodrome S.O,800014,Phulwari,PATNA,BIHAR
Rukanpura,B.V. College S.O,800014,Dinapur-Cum-Khagaul,PATNA,BIHAR
Phulwari,B.V. College S.O,800014,Phulwari,PATNA,BIHAR
Phulwari,Sheikhpura S.O (Patna),800014,Phulwari,PATNA,BIHAR
Phulwari,Patna Sectt. S.O,800015,Phulwari,PATNA,BIHAR
Sampatchak,Rajendra Nagar S.O (Patna),800016,Sampatchak,PATNA,BIHAR
Phulwari,B.S.E. Board S.O,800017,Phulwari,PATNA,BIHAR
Dinapur-Cum-Khagaul,Bataganj S.O,800018,Dinapur-Cum-Khagaul,PATNA,BIHAR
Bataganj,Bataganj S.O,800018,Dinapur-Cum-Khagaul,PATNA,BIHAR
Phulwari,C.D.A S.O,800019,Phulwari,PATNA,BIHAR
Sampatchak,Lohia Nagar S.O,800020,Sampatchak,PATNA,BIHAR
Sampatchak,Chitragupta Nagar S.O,800020,Sampatchak,PATNA,BIHAR
Sampatchak,R.M.S. Colony S.O,800020,Sampatchak,PATNA,BIHAR
Shekhpura,Dhelwan B.O,800020,Sampatchak,PATNA,BIHAR
Sampatchak,K.Sector S.O,800020,Sampatchak,PATNA,BIHAR
Sampatchak,Ashok Nagar S.O (Patna),800020,Sampatchak,PATNA,BIHAR
Sampatchak,Dhelwan B.O,800020,Sampatchak,PATNA,BIHAR
Sampatchak,West Lohianagar S.O,800020,Sampatchak,PATNA,BIHAR
Phulwari,Vidyut Parisad S.O,800021,Phulwari,PATNA,BIHAR
Phulwari,B.G. Camp/raj Bhawan S.O,800022,Phulwari,PATNA,BIHAR
Phulwari,L.B.S Nagar S.O,800023,Phulwari,PATNA,BIHAR
Phulwari,Keshari Nagar S.O,800024,Phulwari,PATNA,BIHAR
Phulwari,Ashiananagar S.O,800025,Phulwari,PATNA,BIHAR
Sampatchak,B.H.Colony S.O,800026,Sampatchak,PATNA,BIHAR
Sampatchak,Kumhrar S.O,800026,Sampatchak,PATNA,BIHAR
Sampatchak,New Jaganpura S.O,800027,Sampatchak,PATNA,BIHAR
Phulwari,Patna High Court S.O,800028,Phulwari,PATNA,BIHAR
Sampatchak,Pahari B.O,800030,Sampatchak,PATNA,BIHAR
Dhanuki,Pahari B.O,800030,Phulwari,PATNA,BIHAR
Manoharpur Kachhuara,M.Kachhuara B.O,800030,Sampatchak,PATNA,BIHAR
Naya Chak,M.Kachhuara B.O,800030,Sampatchak,PATNA,BIHAR
Shahpur,M.Kachhuara B.O,800030,Sampatchak,PATNA,BIHAR
Nohpura,M.Kachhuara B.O,800030,Sampatchak,PATNA,BIHAR
Bhadsara,Bhadsara B.O,801102,Bikram,PATNA,BIHAR
Bhimni Chak,Aikhan B.O,801102,Dulhin Bazar,PATNA,BIHAR
Dulhin Bazar,Belhauri S.O,801102,Dulhin Bazar,PATNA,BIHAR
Ganipur,Sadawah B.O,801102,Dulhin Bazar,PATNA,BIHAR
Kasim Chak,Aikhan B.O,801102,Dulhin Bazar,PATNA,BIHAR
Narhi,M.Dihuli B.O,801102,Dulhin Bazar,PATNA,BIHAR
Pathak Milki,Aikhan B.O,801102,Dulhin Bazar,PATNA,BIHAR
Pila Chak,Aikhan B.O,801102,Dulhin Bazar,PATNA,BIHAR
Rahi,Singhara B.O,801102,Bikram,PATNA,BIHAR
Repura,Sihi B.O,801102,Dulhin Bazar,PATNA,BIHAR
Sabazpura,M.Dihuli B.O,801102,Dulhin Bazar,PATNA,BIHAR
Singhara,Singhara B.O,801102,Dulhin Bazar,PATNA,BIHAR
Khapuri,Sadawah B.O,801102,Dulhin Bazar,PATNA,BIHAR
Narwan,M.Dihuli B.O,801102,Dulhin Bazar,PATNA,BIHAR
Soniawan,M.Dihuli B.O,801102,Dulhin Bazar,PATNA,BIHAR
Sorampur,Sorampur B.O,801102,Dulhin Bazar,PATNA,BIHAR
Ular,Sorampur B.O,801102,Dulhin Bazar,PATNA,BIHAR
Baliari,Singhara B.O,801102,Bikram,PATNA,BIHAR
Belhauri,Belhauri S.O,801102,Dulhin Bazar,PATNA,BIHAR
Bhadsara,Belhauri S.O,801102,Dulhin Bazar,PATNA,BIHAR
Dhama Chak,Jamui B.O,801102,Dulhin Bazar,PATNA,BIHAR
Jiyai Dih,Sihi B.O,801102,Dulhin Bazar,PATNA,BIHAR
Sherpura,M.Dihuli B.O,801102,Dulhin Bazar,PATNA,BIHAR
Alipur,Bharatpura B.O,801102,Dulhin Bazar,PATNA,BIHAR
Barka Kharwa,Sorampur B.O,801102,Dulhin Bazar,PATNA,BIHAR
Gulal Chak,Sadawah B.O,801102,Dulhin Bazar,PATNA,BIHAR
Koraiya,Jamui B.O,801102,Dulhin Bazar,PATNA,BIHAR
Mahabalipur,M.Dihuli B.O,801102,Dulhin Bazar,PATNA,BIHAR
Math Baliari,Singhara B.O,801102,Bikram,PATNA,BIHAR
Sadawe,Sadawah B.O,801102,Dulhin Bazar,PATNA,BIHAR
Sihi,Sihi B.O,801102,Dulhin Bazar,PATNA,BIHAR
Bhalua,Sadawah B.O,801102,Dulhin Bazar,PATNA,BIHAR
Bharbhesar,Bharatpura B.O,801102,Dulhin Bazar,PATNA,BIHAR
Dulhin Bazar,Aikhan B.O,801102,Dulhin Bazar,PATNA,BIHAR
Dulhin Bazar,Sohora B.O,801102,Dulhin Bazar,PATNA,BIHAR
Girwari Tola,Singhara B.O,801102,Bikram,PATNA,BIHAR
Jamui,Jamui B.O,801102,Dulhin Bazar,PATNA,BIHAR
Kopa,Singhara B.O,801102,Dulhin Bazar,PATNA,BIHAR
Pansuhi,Sihi B.O,801102,Dulhin Bazar,PATNA,BIHAR
Pirhi,M.Dihuli B.O,801102,Dulhin Bazar,PATNA,BIHAR
Chhotka Kharwa,Belhauri S.O,801102,Dulhin Bazar,PATNA,BIHAR
Harpura,M.Dihuli B.O,801102,Dulhin Bazar,PATNA,BIHAR
Bharathpura,Bharatpura B.O,801102,Dulhin Bazar,PATNA,BIHAR
Fatehpur,Sohora B.O,801102,Dulhin Bazar,PATNA,BIHAR
Raksia,Belhauri S.O,801102,Dulhin Bazar,PATNA,BIHAR
Silhouri,Belhauri S.O,801102,Dulhin Bazar,PATNA,BIHAR
Sultanpur,Jamui B.O,801102,Dulhin Bazar,PATNA,BIHAR
Amarpura,Sorampur B.O,801102,Dulhin Bazar,PATNA,BIHAR
Dulhin Bazar,M.Dihuli B.O,801102,Dulhin Bazar,PATNA,BIHAR
Ichipur,Jamui B.O,801102,Dulhin Bazar,PATNA,BIHAR
Sarkuna,Bharatpura B.O,801102,Dulhin Bazar,PATNA,BIHAR
Shekhpura,Sorampur B.O,801102,Punpun,PATNA,BIHAR
Aminabad,Katesar B.O,801103,Bihta,PATNA,BIHAR
Anandpur,Anandpur B.O,801103,Bihta,PATNA,BIHAR
Bihta,Kanchanpur B.O,801103,Bihta,PATNA,BIHAR
Dumri,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Gokhulpur Kurhar,Musepur B.O,801103,Bihta,PATNA,BIHAR
Sikandarpur,Katesar B.O,801103,Bihta,PATNA,BIHAR
Sikandarpur,Tara Nagar B.O,801103,Bihta,PATNA,BIHAR
Tara Nagar,Tara Nagar B.O,801103,Bihta,PATNA,BIHAR
Bihta,A. H. Guard B.O,801103,Bihta,PATNA,BIHAR
Dekuli,Musepur B.O,801103,Bihta,PATNA,BIHAR
Mustafapur,P.Painathi B.O,801103,Bihta,PATNA,BIHAR
Pali,Kunjwan B.O,801103,Bihta,PATNA,BIHAR
Patsa,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Banwaripur,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Chauki,Tara Nagar B.O,801103,Bihta,PATNA,BIHAR
Hasan Chak,Anandpur B.O,801103,Bihta,PATNA,BIHAR
Mathura Pur,Tara Nagar B.O,801103,Bihta,PATNA,BIHAR
Modahi,Katesar B.O,801103,Bihta,PATNA,BIHAR
Nagwan,Bahpura B.O,801103,Maner,PATNA,BIHAR
Parkhotimpur Painathi,P.Painathi B.O,801103,Bihta,PATNA,BIHAR
Sirirampur,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Tarvan,Tara Nagar B.O,801103,Bihta,PATNA,BIHAR
Alhanpura,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Bilap,Kunjwan B.O,801103,Bihta,PATNA,BIHAR
Bishambharpur,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Pakri,Kanchanpur B.O,801103,Bihta,PATNA,BIHAR
Amahra,Amhara B.O,801103,Bihta,PATNA,BIHAR
Bihta,D.Simri B.O,801103,Bihta,PATNA,BIHAR
Bahpura,Bahpura B.O,801103,Bihta,PATNA,BIHAR
Khedarpura,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Kutlupur,Bahpura B.O,801103,Bihta,PATNA,BIHAR
Mustafapur,Katesar B.O,801103,Bihta,PATNA,BIHAR
Rampur Ismail,P.Painathi B.O,801103,Bihta,PATNA,BIHAR
Sikaria,Tara Nagar B.O,801103,Bihta,PATNA,BIHAR
Bihta,Amhara B.O,801103,Bihta,PATNA,BIHAR
Bihta,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Dealpur Daulat,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Dilawarpur,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Kujawan,Kunjwan B.O,801103,Bihta,PATNA,BIHAR
Mahadeopur Phulari,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Munsepur,Musepur B.O,801103,Bihta,PATNA,BIHAR
Bedauli,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Dalelganj,Tara Nagar B.O,801103,Bihta,PATNA,BIHAR
Katesar,Katesar B.O,801103,Bihta,PATNA,BIHAR
Raghopur,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Rambad,Kanchanpur B.O,801103,Bihta,PATNA,BIHAR
Ramnagar,Bihta S.O (Patna),801103,Bihta,PATNA,BIHAR
Bara,Beni Bigha B.O,801104,Bikram,PATNA,BIHAR
Bishunpur,Akhtiyarpur B.O,801104,Bikram,PATNA,BIHAR
Chichourha,Beni Bigha B.O,801104,Bikram,PATNA,BIHAR
Danara,Danara B.O,801104,Bikram,PATNA,BIHAR
Gona,Saidabah B.O,801104,Bikram,PATNA,BIHAR
Gorakhri,Gorakhari B.O,801104,Bikram,PATNA,BIHAR
Karsa,Bikram S.O,801104,Bikram,PATNA,BIHAR
Painapur,Beni Bigha B.O,801104,Bikram,PATNA,BIHAR
Tanrwan,Arap B.O,801104,Naubatpur,PATNA,BIHAR
Beni Bigha,Beni Bigha B.O,801104,Bikram,PATNA,BIHAR
Gulami Chak,Danara B.O,801104,Bikram,PATNA,BIHAR
Habaspur,Saidabah B.O,801104,Bikram,PATNA,BIHAR
Harpur,M.Gopalpur B.O,801104,Bikram,PATNA,BIHAR
Rajipur,Rajipur B.O,801104,Dulhin Bazar,PATNA,BIHAR
Rampur Nagwan,Akhtiyarpur B.O,801104,Paliganj,PATNA,BIHAR
Sarwan,Gorakhari B.O,801104,Bikram,PATNA,BIHAR
Shirwar,Arap B.O,801104,Naubatpur,PATNA,BIHAR
Barda,Saidabah B.O,801104,Bikram,PATNA,BIHAR
Bhatauli,Rajipur B.O,801104,Paliganj,PATNA,BIHAR
Bikram,Datiana B.O,801104,Bikram,PATNA,BIHAR
Dadupur,Bikram S.O,801104,Bikram,PATNA,BIHAR
Faridpur,Wazirpur B.O,801104,Bikram,PATNA,BIHAR
Lahladpur,Saidabah B.O,801104,Bikram,PATNA,BIHAR
Nagahra,Bikram S.O,801104,Bikram,PATNA,BIHAR
Sangrampur,Mahajpura B.O,801104,Bikram,PATNA,BIHAR
Shahjahanpur,Beni Bigha B.O,801104,Bikram,PATNA,BIHAR
Telpa,Bikram S.O,801104,Bikram,PATNA,BIHAR
Akhtiarpur Pali,Akhtiyarpur B.O,801104,Paliganj,PATNA,BIHAR
Amwa,Mahajpura B.O,801104,Bikram,PATNA,BIHAR
Bauwan,M.Gopalpur B.O,801104,Bikram,PATNA,BIHAR
Chauthia,Bikram S.O,801104,Bikram,PATNA,BIHAR
Datiana,Arap B.O,801104,Bikram,PATNA,BIHAR
Dullahpur,Saidabah B.O,801104,Bikram,PATNA,BIHAR
Gopalpur,M.Gopalpur B.O,801104,Bikram,PATNA,BIHAR
Kanpa,Saidabah B.O,801104,Bikram,PATNA,BIHAR
Katari,Danara B.O,801104,Bikram,PATNA,BIHAR
Mahammadpur,M.Gopalpur B.O,801104,Bikram,PATNA,BIHAR
Milki,Gorakhari B.O,801104,Bikram,PATNA,BIHAR
Moriawan,Datiana B.O,801104,Bikram,PATNA,BIHAR
Baduri,Rajipur B.O,801104,Dulhin Bazar,PATNA,BIHAR
Bikram,Bikram S.O,801104,Bikram,PATNA,BIHAR
Ganga Chak,Bikram S.O,801104,Bikram,PATNA,BIHAR
Kab,Kab B.O,801104,Dulhin Bazar,PATNA,BIHAR
Majhauli,Akhtiyarpur B.O,801104,Bikram,PATNA,BIHAR
Nasirpur,Bikram S.O,801104,Dinapur-Cum-Khagaul,PATNA,BIHAR
Arap,Arap B.O,801104,Bikram,PATNA,BIHAR
Khuraitha,Bikram S.O,801104,Bikram,PATNA,BIHAR
Paipura Khurd,Rajipur B.O,801104,Dulhin Bazar,PATNA,BIHAR
Saidabad,Saidabah B.O,801104,Bikram,PATNA,BIHAR
Saraiya,Kab B.O,801104,Dulhin Bazar,PATNA,BIHAR
Sundarpur,Bikram S.O,801104,Bikram,PATNA,BIHAR
Akhtiarpur,Akhtiyarpur B.O,801104,Bikram,PATNA,BIHAR
Baigawan,Beni Bigha B.O,801104,Bikram,PATNA,BIHAR
Bichhedi,Arap B.O,801104,Naubatpur,PATNA,BIHAR
Hathsar,Wazirpur B.O,801104,Bikram,PATNA,BIHAR
Nasirpur,Bikram S.O,801104,Bikram,PATNA,BIHAR
Raghunathpur,Saidabah B.O,801104,Bikram,PATNA,BIHAR
Andehri,Rajipur B.O,801104,Dulhin Bazar,PATNA,BIHAR
Anharipur,Saidabah B.O,801104,Bikram,PATNA,BIHAR
Baijalpur,Kab B.O,801104,Dulhin Bazar,PATNA,BIHAR
Chandni,Akhtiyarpur B.O,801104,Bikram,PATNA,BIHAR
Chandri,Akhtiyarpur B.O,801104,Bikram,PATNA,BIHAR
Chihunta,Beni Bigha B.O,801104,Bikram,PATNA,BIHAR
Dorwan,Saidabah B.O,801104,Dulhin Bazar,PATNA,BIHAR
Mahajpura,Mahajpura B.O,801104,Bikram,PATNA,BIHAR
Nisarpura,Kab B.O,801104,Dulhin Bazar,PATNA,BIHAR
Shivgarh,Datiana B.O,801104,Bikram,PATNA,BIHAR
Tari,Bikram S.O,801104,Bikram,PATNA,BIHAR
Wazirpur,Wazirpur B.O,801104,Bikram,PATNA,BIHAR
Lakhni Bigha,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Dhibra,Shikarpur B.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Khedarpura,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Mustafapur,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Sanrari,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Simra,Kurji Md. Pur B.O,801105,Phulwari,PATNA,BIHAR
Usri,Shikarpur B.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Bari Khagaul,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Gorgawan,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Adampur,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Dinapur-Cum-Khagaul,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Hadaspura,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Kothia,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Muhammadpur Korji,Kurji Md. Pur B.O,801105,Phulwari,PATNA,BIHAR
Asopur,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Dinapur-Cum-Khagaul,Khagaul Bazar S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Sandalpur,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Dinapur-Cum-Khagaul,Shikarpur B.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Jalalpur,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Korji,Kurji Md. Pur B.O,801105,Phulwari,PATNA,BIHAR
Kothawan,Khagaul S.O,801105,Dinapur-Cum-Khagaul,PATNA,BIHAR
Kothia,Kurji Md. Pur B.O,801105,Naubatpur,PATNA,BIHAR
Jafarpur,Madhopur B.O,801108,Dinapur-Cum-Khagaul,PATNA,BIHAR
Kafarpur,Madhopur B.O,801108,Dinapur-Cum-Khagaul,PATNA,BIHAR
Kita Chauhattar,K.Chauhatter B.O,801108,Maner,PATNA,BIHAR
Maner,Mehdawan B.O,801108,Maner,PATNA,BIHAR
Taufir Mangar Pal,Maner S.O,801108,Dinapur-Cum-Khagaul,PATNA,BIHAR
Ahiapur Maner,Ahiyapur B.O,801108,Maner,PATNA,BIHAR
Birbhan chak,Madhopur B.O,801108,Dinapur-Cum-Khagaul,PATNA,BIHAR
Darweshpur Diara,Mangarpal B.O,801108,Maner,PATNA,BIHAR
Madhopur,Madhopur B.O,801108,Maner,PATNA,BIHAR
Patlapur,Madhopur B.O,801108,Dinapur-Cum-Khagaul,PATNA,BIHAR
Rampur Diara,Rampur Diara B.O,801108,Maner,PATNA,BIHAR
Rampur Jazira,Mangarpal B.O,801108,Maner,PATNA,BIHAR
Suarmarwa,Patila B.O,801108,Maner,PATNA,BIHAR
Haldi Chhapra,Mangarpal B.O,801108,Maner,PATNA,BIHAR
Rampur Diara Taufir,Rampur Diara B.O,801108,Maner,PATNA,BIHAR
Madhopur,Madhopur B.O,801108,Dinapur-Cum-Khagaul,PATNA,BIHAR
Bishunpur,Madhopur B.O,801108,Dinapur-Cum-Khagaul,PATNA,BIHAR
Harsham chak,Madhopur B.O,801108,Dinapur-Cum-Khagaul,PATNA,BIHAR
Lalbewa Jazira,Mangarpal B.O,801108,Maner,PATNA,BIHAR
Maner,Ahiyapur B.O,801108,Maner,PATNA,BIHAR
Sikandarpur,Mehdawan B.O,801108,Maner,PATNA,BIHAR
Baghi,Mangarpal B.O,801108,Maner,PATNA,BIHAR
Gaiaspur,Ahiyapur B.O,801108,Maner,PATNA,BIHAR
Hetanpur,Madhopur B.O,801108,Dinapur-Cum-Khagaul,PATNA,BIHAR
Maner,Hulasi Tola B.O,801108,Maner,PATNA,BIHAR
Maner,Maner S.O,801108,Maner,PATNA,BIHAR
Maner,Ram Nagar B.O,801108,Maner,PATNA,BIHAR
Mangarpal,Mangarpal B.O,801108,Maner,PATNA,BIHAR
Darashikohpur Jazira,Mangarpal B.O,801108,Maner,PATNA,BIHAR
Narainpur,Madhopur B.O,801108,Bihta,PATNA,BIHAR
Patila,Patila B.O,801108,Maner,PATNA,BIHAR
Rambad,Patila B.O,801108,Maner,PATNA,BIHAR
Gopalpur,S.Gopalpur B.O,801109,Naubatpur,PATNA,BIHAR
Guah,Karanja B.O,801109,Naubatpur,PATNA,BIHAR
Kharauna,R.B.Jaitipur B.O,801109,Naubatpur,PATNA,BIHAR
Nizampur,Naubatpur S.O,801109,Naubatpur,PATNA,BIHAR
Raunian,Karai B.O,801109,Naubatpur,PATNA,BIHAR
Tilhwan,Nagwan B.O,801109,Naubatpur,PATNA,BIHAR
Bedauli,Sahar Rampur B.O,801109,Naubatpur,PATNA,BIHAR
Chiraura,Chiraura B.O,801109,Naubatpur,PATNA,BIHAR
Jamalpura,Korawan B.O,801109,Naubatpur,PATNA,BIHAR
Kopakalan,Naubatpur S.O,801109,Naubatpur,PATNA,BIHAR
Pali,Naubatpur S.O,801109,Naubatpur,PATNA,BIHAR
Rupaspur,S.Gopalpur B.O,801109,Sampatchak,PATNA,BIHAR
Sarasat,Sarasat B.O,801109,Naubatpur,PATNA,BIHAR
Taret,Naubatpur S.O,801109,Naubatpur,PATNA,BIHAR
Abgilla,Korawan B.O,801109,Naubatpur,PATNA,BIHAR
Amarpura,Amarpura B.O,801109,Naubatpur,PATNA,BIHAR
Dihra,Khajuri B.O,801109,Naubatpur,PATNA,BIHAR
Faridpur,Sahar Rampur B.O,801109,Naubatpur,PATNA,BIHAR
